BINOMIAL,AOH_name,is.migratory,excluded,Order_,F2019_Iucn_Red_List_Category,Model_prevalence,Point_prevalence,Number_of_Validation_Points,Point_validation
Aegithalos concinnus,Aegithalos_concinnus,no,no,PASSERIFORMES,LC,0.676854584508004,0.921686746987952,166,Yes
Aegithalos glaucogularis,Aegithalos_glaucogularis,no,no,PASSERIFORMES,LC,0.694106780049961,0.882352941176471,17,Yes
Thalassarche chlororhynchos,Thalassarche_chlororhynchos,yes,no,PROCELLARIIFORMES,EN,0.0546882909733457,0,0,No
Thalassarche impavida,Thalassarche_impavida,yes,no,PROCELLARIIFORMES,VU,0.448202433734742,0,0,No
Mionectes roraimae,Mionectes_roraimae,no,no,PASSERIFORMES,LC,0.90101585272805,0,0,No
Alophoixus frater,Alophoixus_frater,no,no,PASSERIFORMES,LC,0.893681462054765,1,11,Yes
Alophoixus griseiceps,Alophoixus_griseiceps,no,no,PASSERIFORMES,LC,0.792136294333596,0,0,No
Mirafra africana,Mirafra_africana,no,no,PASSERIFORMES,LC,0.829919759594869,0.980769230769231,52,Yes
Mirafra apiata,Mirafra_apiata,no,no,PASSERIFORMES,LC,0.884507120273766,0,0,No
Alophoixus ochraceus,Alophoixus_ochraceus,no,no,PASSERIFORMES,LC,0.809804360885902,1,27,Yes
Alophoixus pallidus,Alophoixus_pallidus,no,no,PASSERIFORMES,LC,0.705575059847512,1,36,Yes
Amytornis modestus,Amytornis_modestus,no,no,PASSERIFORMES,LC,0.296019859265976,0,0,No
Alophoixus ruficrissus,Alophoixus_ruficrissus,no,no,PASSERIFORMES,LC,0.989855716931358,0,0,No
Alophoixus tephrogenys,Alophoixus_tephrogenys,no,no,PASSERIFORMES,LC,0.912891304671355,0,0,No
Artemisiospiza nevadensis,Artemisiospiza_nevadensis,yes,no,PASSERIFORMES,LC,0.501653476158975,0.88695652173913,345,Yes
Anaplectes jubaensis,Anaplectes_jubaensis,no,no,PASSERIFORMES,LC,0.0054293938962217,0,0,No
Anaplectes rubriceps,Anaplectes_rubriceps,no,no,PASSERIFORMES,LC,0.705905289699404,0.833333333333333,30,Yes
Arizelocichla neumanni,Arizelocichla_neumanni,no,no,PASSERIFORMES,LC,0.0762206958630476,0,0,No
Arizelocichla chlorigula,Arizelocichla_chlorigula,no,no,PASSERIFORMES,LC,0.294255784767785,0,0,No
Anthreptes malacensis,Anthreptes_malacensis,no,no,PASSERIFORMES,LC,0.964096552587578,0.992094861660079,253,Yes
Anthreptes rectirostris,Anthreptes_rectirostris,no,no,PASSERIFORMES,LC,0.110870505776802,0,0,No
Anthreptes tephrolaemus,Anthreptes_tephrolaemus,no,no,PASSERIFORMES,LC,0.213498703388207,0,0,No
Arizelocichla fusciceps,Arizelocichla_fusciceps,no,no,PASSERIFORMES,LC,0.244493977574025,0,0,No
Arizelocichla milanjensis,Arizelocichla_milanjensis,no,no,PASSERIFORMES,LC,0.124425025021823,0,0,No
Arizelocichla nigriceps,Arizelocichla_nigriceps,no,no,PASSERIFORMES,LC,0.334623065189773,0,0,No
Arizelocichla striifacies,Arizelocichla_striifacies,no,no,PASSERIFORMES,LC,0.308397050961767,0,0,No
Anthoscopus caroli,Anthoscopus_caroli,no,no,PASSERIFORMES,LC,0.976522054451029,0,0,No
Anthoscopus sylviella,Anthoscopus_sylviella,no,no,PASSERIFORMES,LC,0.930686245368903,0,0,No
Anthreptes griseigularis,Anthreptes_griseigularis,no,no,PASSERIFORMES,LC,0.910961281731569,0,0,No
Anthus cinnamomeus,Anthus_cinnamomeus,no,no,PASSERIFORMES,LC,0.313105677031293,0.921052631578947,114,Yes
Anthus lutescens,Anthus_lutescens,no,no,PASSERIFORMES,LC,0.390725094054697,0.768595041322314,121,Yes
Anthus nyassae,Anthus_nyassae,no,no,PASSERIFORMES,LC,0.568417518871038,0,0,No
Anthus peruvianus,Anthus_peruvianus,no,no,PASSERIFORMES,LC,0.107713040208821,0.722222222222222,18,Yes
Apalis alticola,Apalis_alticola,no,no,PASSERIFORMES,LC,0.520690685129517,0,0,No
Apalis chariessa,Apalis_chariessa,no,no,PASSERIFORMES,NT,0.444153139707775,0,0,No
Apalis argentea,Apalis_argentea,no,no,PASSERIFORMES,LC,0.0891996153978475,0,0,No
Apalis flavocincta,Apalis_flavocincta,no,no,PASSERIFORMES,LC,0.664654386741146,0,0,No
Apalis kaboboensis,Apalis_kaboboensis,no,no,PASSERIFORMES,NT,0.475575079825842,0,0,No
Aphelocoma californica,Aphelocoma_californica,no,no,PASSERIFORMES,LC,0.65727335987584,0.963574468085106,5875,Yes
Arachnothera affinis,Arachnothera_affinis,no,no,PASSERIFORMES,LC,0.128085198504405,0,0,No
Arachnothera dilutior,Arachnothera_dilutior,no,no,PASSERIFORMES,LC,0.895485398185371,0,0,No
Arremon basilicus,Arremon_basilicus,no,no,PASSERIFORMES,NT,0.70681270580345,0,0,No
Arremon costaricensis,Arremon_costaricensis,no,no,PASSERIFORMES,LC,0.582220332786504,0.9375,16,Yes
Arremon nigriceps,Arremon_nigriceps,no,no,PASSERIFORMES,LC,0.0603241264953846,0,0,No
Arremon phygas,Arremon_phygas,no,no,PASSERIFORMES,VU,0.74598905168947,0,0,No
Asthenes arequipae,Asthenes_arequipae,no,no,PASSERIFORMES,LC,0.271196238235774,0,0,No
Asthenes ayacuchensis,Asthenes_ayacuchensis,no,no,PASSERIFORMES,LC,0.183006155257274,0,0,No
Asthenes dorbignyi,Asthenes_dorbignyi,no,no,PASSERIFORMES,LC,0.227895491170097,0.52,25,Yes
Asthenes huancavelicae,Asthenes_huancavelicae,no,no,PASSERIFORMES,NT,0.0854259735920567,0,0,No
Atlapetes crassus,Atlapetes_crassus,no,no,PASSERIFORMES,LC,0.59702803950452,0,0,No
Asthenes usheri,Asthenes_usheri,no,no,PASSERIFORMES,VU,0.101959075509943,0,0,No
Asthenes vilcabambae,Asthenes_vilcabambae,no,no,PASSERIFORMES,LC,0.136677656754105,0,0,No
Asthenes wyatti,Asthenes_wyatti,no,no,PASSERIFORMES,LC,0.829409454260973,0,0,No
Atlapetes albofrenatus,Atlapetes_albofrenatus,no,no,PASSERIFORMES,LC,0.265213590333266,0.615384615384615,13,Yes
Atlapetes latinuchus,Atlapetes_latinuchus,no,no,PASSERIFORMES,LC,0.568034442057957,0.922222222222222,90,Yes
Atlapetes leucopterus,Atlapetes_leucopterus,no,no,PASSERIFORMES,LC,0.451010808848959,0.952380952380952,21,Yes
Atlapetes meridae,Atlapetes_meridae,no,no,PASSERIFORMES,LC,0.292550207249588,0,0,No
Atlapetes schistaceus,Atlapetes_schistaceus,no,no,PASSERIFORMES,LC,0.656212645181868,0.946666666666667,75,Yes
Atlapetes tricolor,Atlapetes_tricolor,no,no,PASSERIFORMES,LC,0.214600380789258,0,0,No
Automolus infuscatus,Automolus_infuscatus,no,no,PASSERIFORMES,LC,0.909051197099799,1,11,Yes
Automolus paraensis,Automolus_paraensis,no,no,PASSERIFORMES,LC,0.791852757180343,0,0,No
Batis dimorpha,Batis_dimorpha,no,no,PASSERIFORMES,LC,0.408804721245498,0,0,No
Batis mixta,Batis_mixta,no,no,PASSERIFORMES,LC,0.742690400991758,0,0,No
Batis reichenowi,Batis_reichenowi,no,no,PASSERIFORMES,LC,0.769754934370276,0,0,No
Brachypteryx cruralis,Brachypteryx_cruralis,no,no,PASSERIFORMES,LC,0.465783753822647,0.904761904761905,21,Yes
Brachypteryx floris,Brachypteryx_floris,no,no,PASSERIFORMES,LC,0.205531907761852,0,0,No
Brachypteryx goodfellowi,Brachypteryx_goodfellowi,no,no,PASSERIFORMES,LC,0.374883570975176,1,29,Yes
Brachypteryx poliogyna,Brachypteryx_poliogyna,no,no,PASSERIFORMES,LC,0.12628712580362,0,0,No
Brachypteryx saturata,Brachypteryx_saturata,no,no,PASSERIFORMES,LC,0.27948435987464,0,0,No
Brachypteryx sinensis,Brachypteryx_sinensis,no,no,PASSERIFORMES,LC,0.218802453408486,0,0,No
Locustella thoracica,Locustella_thoracica,yes,no,PASSERIFORMES,LC,0.413449402659261,0,0,No
Locustella chengi,Locustella_chengi,no,no,PASSERIFORMES,LC,0.494542164950549,0,0,No
Locustella kashmirensis,Locustella_kashmirensis,yes,no,PASSERIFORMES,LC,0.179416928126466,0,0,No
Calamanthus campestris,Calamanthus_campestris,no,no,PASSERIFORMES,LC,0.292979861051336,0.727272727272727,11,Yes
Locustella montis,Locustella_montis,no,no,PASSERIFORMES,LC,0.203838551982257,0,0,No
Calandrella blanfordi,Calandrella_blanfordi,no,no,PASSERIFORMES,LC,0.682248161978931,0,0,No
Calandrella cinerea,Calandrella_cinerea,no,no,PASSERIFORMES,LC,0.27997773974947,0.875,40,Yes
Campylorhynchus rufinucha,Campylorhynchus_rufinucha,no,no,PASSERIFORMES,LC,0.233522373326677,0.769230769230769,13,Yes
Calandrella dukhunensis,Calandrella_dukhunensis,yes,no,PASSERIFORMES,LC,0.625699603614531,1,23,Yes
Calandrella eremica,Calandrella_eremica,no,no,PASSERIFORMES,LC,0.146184656602683,0,0,No
Calendulauda erythrochlamys,Calendulauda_erythrochlamys,no,no,PASSERIFORMES,LC,0.953224102969085,0,0,No
Camaroptera harterti,Camaroptera_harterti,no,no,PASSERIFORMES,LC,0.557616578076195,0,0,No
Camaroptera toroensis,Camaroptera_toroensis,no,no,PASSERIFORMES,LC,0.885152303271942,0,0,No
Campylorhamphus procurvoides,Campylorhamphus_procurvoides,no,no,PASSERIFORMES,LC,0.722588086864417,0,0,No
Campylorhynchus capistratus,Campylorhynchus_capistratus,no,no,PASSERIFORMES,LC,0.513389673890655,0,0,No
Campylorhynchus humilis,Campylorhynchus_humilis,no,no,PASSERIFORMES,LC,0.544047223156734,0,0,No
Calamonastes undosus,Calamonastes_undosus,no,no,PASSERIFORMES,LC,0.353996134548984,0,0,No
Campylorhamphus multostriatus,Campylorhamphus_multostriatus,no,no,PASSERIFORMES,LC,0.874859659332136,0,0,No
Campylorhamphus probatus,Campylorhamphus_probatus,no,no,PASSERIFORMES,LC,0.884438234250195,0,0,No
Cantorchilus zeledoni,Cantorchilus_zeledoni,no,no,PASSERIFORMES,LC,0.551349724133076,0.9375,16,Yes
Carduelis caniceps,Carduelis_caniceps,yes,no,PASSERIFORMES,LC,0.935949908927936,0,0,No
Dyaphorophyia concreta,Dyaphorophyia_concreta,no,no,PASSERIFORMES,LC,0.96667637847254,0,0,No
Dyaphorophyia hormophora,Dyaphorophyia_hormophora,no,no,PASSERIFORMES,LC,0.806033458719955,0,0,No
Ploceus brachypterus,Ploceus_brachypterus,no,no,PASSERIFORMES,LC,0.782716119948541,0,0,No
Ploceus castaneofuscus,Ploceus_castaneofuscus,no,no,PASSERIFORMES,LC,0.903559023856618,0,0,No
Carpodacus formosanus,Carpodacus_formosanus,no,no,PASSERIFORMES,LC,0.0030093028737743,0.111111111111111,27,Yes
Carpodacus stoliczkae,Carpodacus_stoliczkae,no,no,PASSERIFORMES,LC,0.285902967481542,0,0,No
Carpodacus synoicus,Carpodacus_synoicus,no,no,PASSERIFORMES,LC,0.993201277764164,0.909090909090909,11,Yes
Carpodacus thura,Carpodacus_thura,no,no,PASSERIFORMES,LC,0.4205595345464,0.916666666666667,12,Yes
Carpodacus verreauxii,Carpodacus_verreauxii,yes,no,PASSERIFORMES,LC,0.203728519604411,0,0,No
Ploceus golandi,Ploceus_golandi,no,no,PASSERIFORMES,EN,0.855712737614719,0,0,No
Carpodacus vinaceus,Carpodacus_vinaceus,yes,no,PASSERIFORMES,LC,0.00528472154425783,0,0,No
Cercomacroides fuscicauda,Cercomacroides_fuscicauda,no,no,PASSERIFORMES,LC,0.931730563464163,1,10,Yes
Atimastillas flavicollis,Atimastillas_flavicollis,no,no,PASSERIFORMES,LC,0.159081049797807,0,0,No
Atimastillas flavigula,Atimastillas_flavigula,no,no,PASSERIFORMES,LC,0.642156842170238,0,0,No
Conopophaga cearae,Conopophaga_cearae,no,no,PASSERIFORMES,LC,0.455508881587363,0,0,No
Conopophaga lineata,Conopophaga_lineata,no,no,PASSERIFORMES,LC,0.516516209913697,1,97,Yes
Conopophaga snethlageae,Conopophaga_snethlageae,no,no,PASSERIFORMES,LC,0.91169074524205,0,0,No
Cichlopsis gularis,Cichlopsis_gularis,no,no,PASSERIFORMES,NT,0.397310868864334,0,0,No
Contopus bogotensis,Contopus_bogotensis,no,no,PASSERIFORMES,LC,0.672317511549523,0,0,No
Cinclodes antarcticus,Cinclodes_antarcticus,no,no,PASSERIFORMES,NT,0.678024900595451,0,0,No
Contopus cinereus,Contopus_cinereus,no,no,PASSERIFORMES,LC,0.629035427811522,1,24,Yes
Contopus punensis,Contopus_punensis,no,no,PASSERIFORMES,LC,0.333228533031122,0,0,No
Kittacincla albiventris,Kittacincla_albiventris,no,no,PASSERIFORMES,LC,0.913713560800094,0,0,No
Edolisoma grayi,Edolisoma_grayi,no,no,PASSERIFORMES,LC,0.964655286342562,0,0,No
Edolisoma holopolium,Edolisoma_holopolium,no,no,PASSERIFORMES,NT,0.950866970585895,0,0,No
Cinclosoma cinnamomeum,Cinclosoma_cinnamomeum,no,no,PASSERIFORMES,LC,0.970209782494163,1,18,Yes
Cisticola galactotes,Cisticola_galactotes,no,no,PASSERIFORMES,LC,0.0916808949258832,0,0,No
Calamonastides bensoni,Calamonastides_bensoni,no,no,PASSERIFORMES,VU,0.270571719890539,0,0,No
Chloropsis cochinchinensis,Chloropsis_cochinchinensis,no,no,PASSERIFORMES,NT,0.848478714327183,0,0,No
Chloropsis hardwickii,Chloropsis_hardwickii,no,no,PASSERIFORMES,LC,0.694426699877899,0.857142857142857,56,Yes
Chloropsis lazulina,Chloropsis_lazulina,no,no,PASSERIFORMES,LC,0.797321580361173,0,0,No
Chloropsis moluccensis,Chloropsis_moluccensis,no,no,PASSERIFORMES,LC,0.873043217455762,0,0,No
Chlorospingus flavigularis,Chlorospingus_flavigularis,no,no,PASSERIFORMES,LC,0.65053711832252,0.9375,64,Yes
Cisticola haematocephalus,Cisticola_haematocephalus,no,no,PASSERIFORMES,LC,0.0195159532218543,0,0,No
Ficedula elisae,Ficedula_elisae,yes,no,PASSERIFORMES,LC,0.261864265470015,0,0,No
Chlorospingus hypophaeus,Chlorospingus_hypophaeus,no,no,PASSERIFORMES,LC,0.896243052727944,0,0,No
Cichlocolaptes holti,Cichlocolaptes_holti,no,no,PASSERIFORMES,LC,0.741525901080248,0,0,No
Cistothorus stellaris,Cistothorus_stellaris,yes,no,PASSERIFORMES,LC,0.40054016949278,0,0,No
Cichlocolaptes leucophrus,Cichlocolaptes_leucophrus,no,no,PASSERIFORMES,LC,0.431311747842442,0,0,No
Cichlopsis leucogenys,Cichlopsis_leucogenys,no,no,PASSERIFORMES,EN,0.102042702361978,0,0,No
Cnemophilus macgregorii,Cnemophilus_macgregorii,no,no,PASSERIFORMES,LC,0.319584154567066,0,0,No
Cinclosoma alisteri,Cinclosoma_alisteri,no,no,PASSERIFORMES,LC,0.594710210722537,0,0,No
Cinclosoma castaneothorax,Cinclosoma_castaneothorax,no,no,PASSERIFORMES,LC,0.401659905462366,0,0,No
Cinclosoma marginatum,Cinclosoma_marginatum,no,no,PASSERIFORMES,LC,0.532214909232994,0,0,No
Cnemophilus sanguineus,Cnemophilus_sanguineus,no,no,PASSERIFORMES,LC,0.272753590965505,0,0,No
Cisticola aberrans,Cisticola_aberrans,no,no,PASSERIFORMES,LC,0.998478677628747,1,11,Yes
Cisticola bailunduensis,Cisticola_bailunduensis,no,no,PASSERIFORMES,LC,0.999953344746273,0,0,No
Cisticola chubbi,Cisticola_chubbi,no,no,PASSERIFORMES,LC,0.669154651007915,1,19,Yes
Cisticola exilis,Cisticola_exilis,no,no,PASSERIFORMES,LC,0.469942157685364,0.968441814595661,507,Yes
Cistothorus platensis,Cistothorus_platensis,no,no,PASSERIFORMES,LC,0.674206888165875,0.959770114942529,174,Yes
Copsychus mindanensis,Copsychus_mindanensis,no,no,PASSERIFORMES,LC,0.927735607915637,1,17,Yes
Coracina caledonica,Coracina_caledonica,no,no,PASSERIFORMES,LC,0.853670341645202,0,0,No
Ceblepyris cinereus,Ceblepyris_cinereus,no,no,PASSERIFORMES,LC,0.540346647895381,0,0,No
Ceblepyris cucullatus,Ceblepyris_cucullatus,no,no,PASSERIFORMES,VU,0.81920153056166,0,0,No
Edolisoma meyerii,Edolisoma_meyerii,no,no,PASSERIFORMES,LC,0.921744701431902,0,0,No
Edolisoma rostratum,Edolisoma_rostratum,no,no,PASSERIFORMES,DD,0.952383828632315,0,0,No
Edolisoma monacha,Edolisoma_monacha,no,no,PASSERIFORMES,LC,0.819154849494085,0,0,No
Edolisoma obiense,Edolisoma_obiense,no,no,PASSERIFORMES,LC,0.956744361409653,0,0,No
Coracina panayensis,Coracina_panayensis,no,no,PASSERIFORMES,LC,0.636355705429361,0,0,No
Edolisoma pygmaeum,Edolisoma_pygmaeum,no,no,PASSERIFORMES,NT,0.963777025593048,0,0,No
Edolisoma remotum,Edolisoma_remotum,no,no,PASSERIFORMES,LC,0.964839697196194,0,0,No
Cracticus argenteus,Cracticus_argenteus,no,no,PASSERIFORMES,LC,0.840847547919422,0.961538461538462,26,Yes
Edolisoma salomonis,Edolisoma_salomonis,no,no,PASSERIFORMES,LC,0.930760461994112,0,0,No
Coracina welchmani,Coracina_welchmani,no,no,PASSERIFORMES,LC,0.928507934554211,0,0,No
Corapipo leucorrhoa,Corapipo_leucorrhoa,no,no,PASSERIFORMES,LC,0.718466386850315,0,0,No
Corvus insularis,Corvus_insularis,no,no,PASSERIFORMES,LC,0.975736155717271,0,0,No
Corvus macrorhynchos,Corvus_macrorhynchos,no,no,PASSERIFORMES,LC,0.872756706161625,0.997832369942196,5536,Yes
Corvus violaceus,Corvus_violaceus,no,no,PASSERIFORMES,LC,0.947197044688434,0,0,No
Cranioleuca dissita,Cranioleuca_dissita,no,no,PASSERIFORMES,NT,0.983469985587721,0,0,No
Cranioleuca marcapatae,Cranioleuca_marcapatae,no,no,PASSERIFORMES,VU,0.259874728363346,0,0,No
Crithagra striatipectus,Crithagra_striatipectus,no,no,PASSERIFORMES,LC,0.701123873391343,0,0,No
Sylvia nana,Sylvia_nana,yes,no,PASSERIFORMES,LC,0.937500021467977,1,26,Yes
Cyphorhinus dichrous,Cyphorhinus_dichrous,no,no,PASSERIFORMES,LC,0.675510456017233,0,0,No
Cyphorhinus thoracicus,Cyphorhinus_thoracicus,no,no,PASSERIFORMES,LC,0.349975789234228,0,0,No
Daphoenositta chrysoptera,Daphoenositta_chrysoptera,no,no,PASSERIFORMES,LC,0.553179080507834,0.978021978021978,182,Yes
Cyanolanius comorensis,Cyanolanius_comorensis,no,no,PASSERIFORMES,EN,0.833320389711692,0,0,No
Cyanolanius madagascarinus,Cyanolanius_madagascarinus,no,no,PASSERIFORMES,LC,0.408898347968595,0,0,No
Dendrocolaptes sanctithomae,Dendrocolaptes_sanctithomae,no,no,PASSERIFORMES,LC,0.718475717437297,0.966666666666667,180,Yes
Cyornis camarinensis,Cyornis_camarinensis,no,no,PASSERIFORMES,VU,0.758510490272268,0,0,No
Cyornis djampeanus,Cyornis_djampeanus,no,no,PASSERIFORMES,NT,0.912589156533572,0,0,No
Cyornis glaucicomans,Cyornis_glaucicomans,yes,no,PASSERIFORMES,LC,0.670233776151993,1,11,Yes
Cyornis stresemanni,Cyornis_stresemanni,no,no,PASSERIFORMES,LC,0.581947103832129,0,0,No
Cyornis sumatrensis,Cyornis_sumatrensis,no,no,PASSERIFORMES,LC,0.868886350097595,0.980392156862745,51,Yes
Daphoenositta papuensis,Daphoenositta_papuensis,no,no,PASSERIFORMES,LC,0.776055582341911,0,0,No
Deconychura longicauda,Deconychura_longicauda,no,no,PASSERIFORMES,LC,0.848875718262913,0,0,No
Deconychura pallida,Deconychura_pallida,no,no,PASSERIFORMES,NT,0.0624139950207256,0,0,No
Deconychura typica,Deconychura_typica,no,no,PASSERIFORMES,LC,0.23160618087911,0,0,No
Deleornis axillaris,Deleornis_axillaris,no,no,PASSERIFORMES,LC,0.174842422764444,0,0,No
Deleornis fraseri,Deleornis_fraseri,no,no,PASSERIFORMES,LC,0.8101503469975,0,0,No
Delichon lagopodum,Delichon_lagopodum,yes,no,PASSERIFORMES,LC,0.212129994967865,0,0,No
Dendrocincla fuliginosa,Dendrocincla_fuliginosa,no,no,PASSERIFORMES,LC,0.804984088223192,0.974683544303797,158,Yes
Dendrocincla turdina,Dendrocincla_turdina,no,no,PASSERIFORMES,LC,0.487566869440115,0.973684210526316,38,Yes
Dendrocitta occipitalis,Dendrocitta_occipitalis,no,no,PASSERIFORMES,LC,0.616853953898001,0,0,No
Dendrocolaptes punctipectus,Dendrocolaptes_punctipectus,no,no,PASSERIFORMES,VU,0.611182584835129,0,0,No
Dicaeum cambodianum,Dicaeum_cambodianum,no,no,PASSERIFORMES,LC,0.00583509896925294,0,0,No
Dicaeum concolor,Dicaeum_concolor,no,no,PASSERIFORMES,LC,0.930701736913718,1,359,Yes
Formicivora intermedia,Formicivora_intermedia,no,no,PASSERIFORMES,LC,0.502729599466479,0,0,No
Dicaeum erythrothorax,Dicaeum_erythrothorax,no,no,PASSERIFORMES,LC,0.687206415063136,0,0,No
Dicaeum hanieli,Dicaeum_hanieli,no,no,PASSERIFORMES,LC,0.837363631504034,0,0,No
Dicaeum hirundinaceum,Dicaeum_hirundinaceum,no,no,PASSERIFORMES,LC,0.553872915709228,0.990424076607387,731,Yes
Dicaeum ignicolle,Dicaeum_ignicolle,no,no,PASSERIFORMES,LC,0.982390015153528,0,0,No
Dicaeum ignipectus,Dicaeum_ignipectus,no,no,PASSERIFORMES,LC,0.697767710385705,0.987951807228916,166,Yes
Dicaeum luzoniense,Dicaeum_luzoniense,no,no,PASSERIFORMES,LC,0.082184020126342,0,0,No
Dicaeum minullum,Dicaeum_minullum,no,no,PASSERIFORMES,LC,0.919093818980881,1,90,Yes
Formicivora paludicola,Formicivora_paludicola,no,no,PASSERIFORMES,CR,0.041692677453886,0,0,No
Dicaeum sanguinolentum,Dicaeum_sanguinolentum,no,no,PASSERIFORMES,LC,0.254298327683748,0,0,No
Dicaeum schistaceiceps,Dicaeum_schistaceiceps,no,no,PASSERIFORMES,LC,0.950235997449971,0,0,No
Dicrurus lophorinus,Dicrurus_lophorinus,no,no,PASSERIFORMES,LC,0.887540835711128,1,13,Yes
Dicrurus paradiseus,Dicrurus_paradiseus,no,no,PASSERIFORMES,LC,0.57436801949992,0.97869101978691,1314,Yes
Dicrurus striatus,Dicrurus_striatus,no,no,PASSERIFORMES,LC,0.851678806779105,0,0,No
Dicaeum wilhelminae,Dicaeum_wilhelminae,no,no,PASSERIFORMES,LC,0.599415617553785,0,0,No
Dicrurus adsimilis,Dicrurus_adsimilis,no,no,PASSERIFORMES,LC,0.933143092743374,0.98804780876494,502,Yes
Dicrurus hottentottus,Dicrurus_hottentottus,yes,no,PASSERIFORMES,LC,0.613435608432717,0.982935153583618,293,Yes
Elaenia cherriei,Elaenia_cherriei,no,no,PASSERIFORMES,LC,0.670090577172955,0,0,No
Drymodes superciliaris,Drymodes_superciliaris,no,no,PASSERIFORMES,LC,0.967234408976195,0,0,No
Drymophila caudata,Drymophila_caudata,no,no,PASSERIFORMES,NT,0.255628978666087,0,0,No
Drymophila hellmayri,Drymophila_hellmayri,no,no,PASSERIFORMES,NT,0.47263535822548,0,0,No
Drymophila striaticeps,Drymophila_striaticeps,no,no,PASSERIFORMES,LC,0.495117282232695,1,28,Yes
Elaenia chiriquensis,Elaenia_chiriquensis,no,no,PASSERIFORMES,LC,0.755405782994486,0.945736434108527,129,Yes
Elaenia fallax,Elaenia_fallax,no,no,PASSERIFORMES,LC,0.313677055442777,0,0,No
Elaenia brachyptera,Elaenia_brachyptera,no,no,PASSERIFORMES,LC,0.84541857622729,0,0,No
Elaenia obscura,Elaenia_obscura,no,no,PASSERIFORMES,LC,0.514523307783918,1,11,Yes
Elaenia olivina,Elaenia_olivina,no,no,PASSERIFORMES,LC,0.161101558155061,0,0,No
Emberiza sahari,Emberiza_sahari,no,no,PASSERIFORMES,LC,0.984326732365529,0.8,85,Yes
Elaenia pallatangae,Elaenia_pallatangae,no,no,PASSERIFORMES,LC,0.635356380872652,0.942307692307692,52,Yes
Elaenia sordida,Elaenia_sordida,no,no,PASSERIFORMES,LC,0.18232395252637,0.714285714285714,28,Yes
Emberiza goslingi,Emberiza_goslingi,yes,no,PASSERIFORMES,LC,0.970508961689705,0,0,No
Emberiza spodocephala,Emberiza_spodocephala,yes,no,PASSERIFORMES,LC,0.686818808242686,0.241228070175439,228,Yes
Emberiza striolata,Emberiza_striolata,no,no,PASSERIFORMES,LC,0.978159478346771,0.923076923076923,26,Yes
Emberiza tahapisi,Emberiza_tahapisi,no,no,PASSERIFORMES,LC,0.852270851114755,1,45,Yes
Entomyzon cyanotis,Entomyzon_cyanotis,no,no,PASSERIFORMES,LC,0.567800407518278,0.98265306122449,980,Yes
Epinecrophylla amazonica,Epinecrophylla_amazonica,no,no,PASSERIFORMES,LC,0.9364168504033,0,0,No
Epinecrophylla haematonota,Epinecrophylla_haematonota,no,no,PASSERIFORMES,LC,0.892657324825126,0,0,No
Epinecrophylla hoffmannsi,Epinecrophylla_hoffmannsi,no,no,PASSERIFORMES,LC,0.892749980807315,0,0,No
Epinecrophylla ornata,Epinecrophylla_ornata,no,no,PASSERIFORMES,LC,0.859657342771888,0,0,No
Eremalauda dunni,Eremalauda_dunni,no,no,PASSERIFORMES,LC,0.993412230632131,0,0,No
Eremalauda eremodites,Eremalauda_eremodites,no,no,PASSERIFORMES,LC,0.996921875615511,0,0,No
Eremomela pusilla,Eremomela_pusilla,no,no,PASSERIFORMES,LC,0.988082179378354,0,0,No
Erythropitta rubrinucha,Erythropitta_rubrinucha,no,no,PASSERIFORMES,LC,0.925887900483832,0,0,No
Erythropitta rufiventris,Erythropitta_rufiventris,no,no,PASSERIFORMES,LC,0.990016449493878,0,0,No
Foudia consobrina,Foudia_consobrina,no,no,PASSERIFORMES,NT,0.79074174316476,0,0,No
Erythropitta caeruleitorques,Erythropitta_caeruleitorques,no,no,PASSERIFORMES,EN,0.89691294876771,0,0,No
Erythropitta celebensis,Erythropitta_celebensis,no,no,PASSERIFORMES,LC,0.823397243419659,0,0,No
Erythropitta erythrogaster,Erythropitta_erythrogaster,no,no,PASSERIFORMES,LC,0.92036102765493,0,0,No
